titre,entreprise,contrat,lieu,salaire_brut_texte,experience,statut,metier,secteur,etudes,teletravail,url_source,salaire_min,salaire_max
Cadre de santé h/f F/H,Talents Santé,CDD   de 6 mois,Strasbourg - 67,A partir de 35 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177788921W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,35.0,35.0
Cadre de santé F/H,UNAPEI 66,CDI,Perpignan - 66,32 - 48 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,AUTRES ORGANISATIONS FONCTIONNANT PAR ADHÉSION VOLONTAIRE,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177763124W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,32.0,48.0
Cadre de santé F/H,HARRY HOPE,CDI,Évreux - 27,40 - 50 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177798598W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,40.0,50.0
Cadre de Santé F/H,Adsearch,CDI,Tournan-en-Brie - 77,50 - 60 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177849276W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,50.0,60.0
Cadre de santé - Oncologie/Rhumatologie F/H,Talents Santé,CDI,Bry-sur-Marne - 94,45 - 55 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DE SANTÉ HUMAINE NON CLASSÉES AILLEURS,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177869373W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,45.0,55.0
Cadre de santé F/H,SYNERGIE CARE Division Cadres et Dirigeants,CDI,Saint-Étienne - 42,40 - 45 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177782586W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,40.0,45.0
Cadre de santé F/H,LANGARA,CDI,Pantin - 93,35 - 45 k€ brut annuel,Minimum 1 an,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177748081W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,35.0,45.0
Cadre de santé F/H,Réseau Talents,CDI,Marignane - 13,A partir de 36 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177771034W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,36.0,36.0
Cadre de santé F/H,LE CAB'BFC,CDI,Dijon - 21,A partir de 40 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177859870W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8,40.0,40.0
Cadre de Santé F/H,Genius Talent,CDI,Besançon - 25,40 - 60 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,Total possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177871533W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9,40.0,60.0
Cadre de santé F/H,HARRY HOPE,CDI,Clisson - 44,A partir de 45 k€ brut annuel,Minimum 1 an,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177780264W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10,45.0,45.0
Cadre de Santé F/H,Adsearch,CDI,Éguilles - 13,40 - 50 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177838060W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11,40.0,50.0
Cadre de santé F/H,SYNERGIE CARE Division Cadres et Dirigeants,CDI,Nogent-sur-Marne - 94,A partir de 40 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,HÉBERGEMENT MÉDICALISÉ POUR PERSONNES ÂGÉES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177801675W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12,40.0,40.0
Cadre de Santé F/H,UMANEIS RH,CDD   de 6 mois,Cergy - 95,48 - 52 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177757108W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13,48.0,52.0
Cadre de santé médicosocial- 93 F/H,Talents Santé,CDI,Villepinte - 93,40 - 50 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTION SOCIALE SANS HÉBERGEMENT NCA,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177851112W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14,40.0,50.0
Cadre de santé F/H,JOUR J RECRUTEMENT,CDI,Sceaux - 92,40 - 48 k€ brut annuel,Minimum 4 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177674109W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15,40.0,48.0
Cadre de santé F/H,Hays France,CDI,Nantes - 44,38 - 48 k€ brut annuel,Aucune expérience exigée,Cadre du secteur privé,Cadre de santé,ACTIVITÉS CHIRURGICALES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177812260W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16,38.0,48.0
Cadre de santé F/H,HARRY HOPE,CDI,Nantes - 44,A partir de 40 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177784443W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,40.0,40.0
CADRE DE SANTE F/H,ABORO CONSULTING SAS,CDI,Noumea - 98,50 - 60 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177652601W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,50.0,60.0
Juriste–Droit de la protection des données de santé – Recherche en santé F/H,INSTITUT DU CERVEAU ET DE LA MOELLE EPINIERE,CDI,Paris 13 - 75,A partir de 35 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Juriste,RECHERCHE-DÉVELOPPEMENT EN BIOTECHNOLOGIE,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177846930W?motsCles=Sant%C3%A9&page=1&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,35.0,35.0
Cadre de santé F/H,SYNERGIE CARE Division Cadres et Dirigeants,CDI,Argenteuil - 95,40 - 45 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177802171W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,40.0,45.0
IDEC / Cadre de santé Etampes F/H,Talents Santé,CDI,Étampes - 91,45 - 50 k€ brut annuel,Minimum 1 an,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DE SANTÉ HUMAINE NON CLASSÉES AILLEURS,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177853924W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,45.0,50.0
CADRE DE SANTE F/H,PSY'ACTIV,CDI,Carquefou - 44,A partir de 38 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES SIÈGES SOCIAUX,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177786783W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,38.0,38.0
Cadre de santé - EAM (74) F/H,Talents Santé,CDI,Monnetier-Mornex - 74,A partir de 35 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,HÉBERGEMENT SOCIAL POUR ADULTES ET FAMILLES EN DIFFICULTÉS ET AUTRE HÉBERGEMENT SOCIAL,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177826205W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,35.0,35.0
Cadre de santé - CDI (94) F/H,Talents Santé,CDI,Villeneuve-Saint-Georges - 94,A partir de 35 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177823308W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,35.0,35.0
Cadre de santé Développement en HAD F/H,Talents Santé,CDI,Clichy - 92,45 - 55 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DE SANTÉ HUMAINE NON CLASSÉES AILLEURS,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177827791W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,45.0,55.0
CHEF DE PROJET E-SANTE F/H,UNION REGIONALE DES PROFESSIONNELS DE SANTE MEDECINS D'ILE DE FRANCE,CDI,Paris 13 - 75,A partir de 38 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Médecin généraliste,ACTIVITÉS DES ORGANISATIONS PROFESSIONNELLES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177816947W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,38.0,38.0
Cadre de santé F/H,LADAPT,CDI,Briastre - 59,A partir de 32 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177548116W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,32.0,32.0
Cadre d santé F/H,GROUPE ACCUEIL ET CONFORT POUR PERSONNES AGEES,CDD   de 2 mois,Val d'Oingt - 69,44 - 48 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Cadre de santé,HÉBERGEMENT MÉDICALISÉ POUR PERSONNES ÂGÉES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177817228W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8,44.0,48.0
Cadre de santé F/H,GROUPE ACCUEIL ET CONFORT POUR PERSONNES AGEES,CDI,Bois-le-Roi - 77,36 - 38 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Cadre de santé,HÉBERGEMENT MÉDICALISÉ POUR PERSONNES ÂGÉES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177817329W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9,36.0,38.0
Cadre de santé F/H,GROUPE ACCUEIL ET CONFORT POUR PERSONNES AGEES,CDI,Val d'Oingt - 69,36 - 38 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Cadre de santé,HÉBERGEMENT MÉDICALISÉ POUR PERSONNES ÂGÉES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177817289W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10,36.0,38.0
Cadre de Santé F/H,EHPAD LA SALETTE BULLY,CDI,Bully - 69,A partir de 42 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Cadre de santé,HÉBERGEMENT MÉDICALISÉ POUR PERSONNES ÂGÉES,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177803517W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11,42.0,42.0
Cadre de santé F/H,APAJH COMITE DES YVELINES,CDI,Houilles - 78,38 - 42 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES SIÈGES SOCIAUX,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177860744W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12,38.0,42.0
Cadre de santé F/H,ASS ACCUEIL ET RELAIS,CDI,Villecresnes - 94,A partir de 40 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Cadre de santé,HÉBERGEMENT SOCIAL POUR ENFANTS EN DIFFICULTÉS,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177804624W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13,40.0,40.0
Cadre de Santé F/H,Adecco Medical,CDI,Cluses - 74,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Cadre de santé,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177829884W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14,,
Cadre de santé F/H,CENTRE HOSPITALIER DE TROYES,CDI,Brienne-le-Château - 10,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177771008W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15,,
INFIRMIER EN SANTE AU TRAVAIL F/H,JOUR J RECRUTEMENT,CDI,Rosny-sous-Bois - 93,38 - 53 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Infirmier,ACTIVITÉ DES MÉDECINS GÉNÉRALISTES,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177704008W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16,38.0,53.0
Infirmier en santé au travail F/H,JOUR J RECRUTEMENT,CDI,Paris 08 - 75,38 - 53 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Infirmier,ACTIVITÉS HOSPITALIÈRES,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177703959W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,38.0,53.0
Infirmier Santé au Travail F/H,PAGE PERSONNEL,CDI,La Ferté-Bernard - 72,40 - 48 k€ brut annuel,Aucune expérience exigée,Cadre du secteur privé,Infirmier,FABRICATION DE PRODUITS PHARMACEUTIQUES DE BASE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177789316W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,40.0,48.0
Responsable Santé Sécurité F/H,PAGE PERSONNEL,CDI,Yffiniac - 22,40 - 44 k€ brut annuel,Aucune expérience exigée,Cadre du secteur privé,Responsable HSE,ACCUEIL OU ACCOMPAGNEMENT SANS HÉBERGEMENT D'ADULTES HANDICAPÉS OU DE PERSONNES ÂGÉES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177761668W?motsCles=Sant%C3%A9&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,40.0,44.0
Cadre de Santé F/H,PAVILLON DE LA MUTUALITE,CDI,Pessac - 33,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Cadre de santé,AUTRES ASSURANCES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177799734W?motsCles=Sant%C3%A9&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,,
Cadre de santé F/H,ASSOCIATION FAMILIALE DU LYCEE TECHNIQUE PRIVE LE PUYS DE L'AUNE,CDD   de 12 mois  à temps partiel (1/5),Feurs - 42,A négocier,Minimum 3 ans,Cadre du secteur privé,Cadre de santé,ENSEIGNEMENT SECONDAIRE TECHNIQUE OU PROFESSIONNEL,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177761978W?motsCles=Sant%C3%A9&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,,
Cadre de santé F/H,L'ESPOIR,CDI,Lille - 59,A négocier,Minimum 1 an,Cadre du secteur privé,Cadre de santé,ACTIVITÉS HOSPITALIÈRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177869684W?motsCles=Sant%C3%A9&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,,
